tweet,label
chaai  obi mgbawa this early morning mana nsogbu adiro,2
onye obula hapuru nke ya wee were nke onye ozo ghotakwa na ita aka nonu gaaburiri nwunye di ya,2
typical igbo womanndi obi akpo,2
ọnụ gị bụ nsi,2
nne ike gwuru,2
egwu nke a ririm ọnụ biko ike gwụrụ,2
oga eme gi vum nanya,2
chukwu ekewekwana ihe ojoo,2
tufiakwa onu gi,2
agadi zụkwanụ ike,2
ndi na emewa m obi,2
carrie onye ishi mgbaka,2
nekwa onye a,2
ooh its actually nwa onye akwuna,2
chineke ekweghi ihe òjòó,2
mechie ọnụ osiso,2
isi adikwa gi mma,2
lmao chigemic ur man egbuo gi,2
isi adikwa nu gi nma,2
no  bro ezigbo ndi ālā yíí ákwā,2
agwo tagbuo gi,2
ajo mmadu till dawn chaa,2
next week no go bad nah but nsogbu bu iga aputakwa aputa,2
mpuru amu nwoke mmadu atago afufu lekwa ka osi jiko the thing,2
gi na buhari ga wu onwu ike,2
in other words ibu akwuna ndi ocha,2
zuzuru gi gbafou here olukwu ndi grammar,2
iweputego is a problem amu kwanu nsogbu,2
kitikpa aguleri sachie gi utu ohu nonsense,2
kemgbe ụwa  bụ go dị onye nsogbu,2
okwa nwa di ala gi oh,2
omalicha rapu ndi ala o ochi isi mgbaka ka fa na achi,2
gasibenụ ike biko na oge adịrọzịị,2
manz wrote to eu and au too onye nzuzu,2
afo sagbuo gi there,2
taàa mechiegi onu,2
ezigbo mad o,2
ahhhhhhhh nsogbu ga adi,2
iberibe dị obodo anyị dị egwu,2
buhari di busy na ebughari ndi mmadu,2
taa gbafuo gi there,2
nne rie nsị chukwu kpọọ gị ọkụ,2
ndị ọsọ chi egbu,2
lol wike is a true obio akpo man no joy,2
fret not he wont do nada umu uwa nka sef,2
umu nwoke 042 adahi agba nbo,2
nna ike agwugo m,2
health country emotion ike gwuru,2
gbajie onu anyi,2
ezemuo ina acho okwu,2
ezigbo ndi ala,2
this 1 weak melove gi gbakwaoku der,2
onye obere okwukwe,2
god mgbe ina agbawa ụmụ nwanyị obi i marọ infact oge rie nsị,2
plenty money gbukwa gi dia,2
afo ezi di ka gi,2
una don see am abi onye nzuzu,2
ọkwa maka una ka ụmụ nwoke ji egbu onwe ha,2
hmmmmm ọdịkwa egwu,2
bia enyi kpachara onwe gi o,2
ike ụnụ nabo agwụgom,2
negodi nnọọ ka ụmụ nwanyị ndị ugwu jị asụsụ hausa na eme mpako na ngara ndị nke ọdịda anyanwụ ejiri poorly combined tenses a form ihe mmadụ amaghị isi ya ike gwụrụ,2
emi phyno baba ibo baba obagu kinma ladi kinma jedi abacha nonsense m naracha gii bu ube see eba puo osiso,2
nsogbu ga di,2
oge a diro ooo,2
onye ara isi gi ozugo,2
mgbe oge luru kita i na tagheli onu,2
shebi after you wee say i get ajo onu okwa ifugo ndi ji ya akwu ugwo ulo,2
zuo ike akwuna ọkụ,2
lol ndi mmadu na ezuzu ezuzu,2
mmechi kene onu biko,2
25 gbuo gị there,2
oringo gbukwe gi,2
uchu kitikpa lachapu gi anya nkita rifokwa gi nsi anuofia,2
a na ekwu na 24 hrs ezuro nke a na asi holiday nkita ya fu alacha gi anya,2
onye ara nkwo agu,2
negodu mummy mmadu,2
o nwere uche ma oli,2
iberibe na enye onye ara mora,2
lol ndi ara juru ebe niile,2
kitikpa thunder nya eh egbe eli igwe eh afo osisa isi nkwocha maka chukwu eh,2
ndia dị mma ikpuru kpọchie one time,2
ekpele onye mmiri na eli,2
ekwensu kpuo ụnụ ọkụ there,2
eziokwu mana nkita si na anu gbakaria ya noso ome onu ka anaghi eri ya eri  so nna kam fichaa onu na nkea,2
odogwu kugodu gi ngwuro,2
ụmụ ọgwụgwụ oge ọjọọ,2
aji onu ka brush ndi awusa,2
nsogbu dikwa here,2
ndi ogwu ego,2
ezigbo ohere igwa gi niberibe gi natu ndi mmuo ujo ike gwuru okpara mmadu na etiziri ndi okpo ntu mkpu,2
ngwa nu ike agwu gom gbazie shot nke gi,2
clowns in government rụọ ụzọ mba mana ị ga etinye ụgbọala maka ndị gaama ekeresimesi  biko kedụ onye anyị mejọlụ,2
ala gbabuo gi there,2
nwanne igbu gom  electric shock nke ana ekwu ifa bụ nke si na high tension wire ndị phcn,2
haha ezigbote onye mgbu odi ya na aru,2
iwe gi adịna annoyed,2
due respect ahu jidekwa gi,2
amakwam  ihem ma bu na o burom,2
akwụna ọkụ tụfịakwa,2
odi egwu he wants all,2
professional akwuna chi ụmụ,2
na craze de worry ndi gentleman aputa,2
e better mature maka chineke nna ikpo ya oku,2
lee kwa gi lee kwa onwu,2
mechie onu ooo,2
anuofia nkita racha gi ike idi ka ezi bida nwa ogwugwu oge,2
chukwu onye okike ole mgbe,2
i malu akpu i lie,2
friend ahu gbuo gi pliss,2
dancegathering with     onye ozuzu is a dance administrator,2
wait o una dey attack   thunder afo osisa gbagbuo unu nile ndi anumanu,2
bikonu lekwam lekwa nsogbu how will you be fighting the one that is not fighting you cheta na ndu bukwa notu isi onye obula biko udo,2
nke awụsa ka ọ nke igbo,2
o bu iti ezigbo iti boribo,2
mmadu atogokwa n obodo a,2
mbakwa chaa chaa nke a buzi nwa ewu,2
aunty ogoo ole mgbe o,2
ceecee mechie onu nsi gi,2
odị egwu really,2
akụkọ a nwee ka ọ dị chei,2
200 okirika ekwensu aburi ezigbo mmadụ at all,2
nwoke nwafia zukwanu ike,2
ike gwu  nwata achoro biko ndi ala erika ebea,2
onye nkem ndi mmadu dinno nzuzu,2
kedụ ebe ịnọ akwuna a,2
onye bu isi shampoo,2
indeed iberibe na enye onye isi adiro morale lee ka oji phoney na ezu oshi  leemaoo,2
mpa gị na mma gị bụ ọkpọ nsị gịwa bụ nsị anụ ọhịa if you dont understand mine u might as well be mute imbesilas,2
ihere amaghị eme ụnụ,2
chineke mgbe olee,2
ọ di egwu ọ,2
ike gwuru nna,2
nna o gwuru m ike,2
ọkwa coro chineke kpọ ya ọkụ ọkwa ikwesị nye ndị boys mmanya kanyi laa,2
isi gị ebe ahu which afo,2
ndi ana aria ka afo osisa,2
ka anyi ga ra otu,2
men ra gi ihe aga ara gị otele èkpè re gị ọkụ you will know that ikpu tighter doesnt tighten anything,2
1 no facilities 2 odikwa risky,2
mens respect gbakwaa oku,2
si ebea puo jee choo akaraka gi,2
nna gi bu onye ara idiot,2
loll dị uru dịka gi,2
nkịta pikwa gị ọṅụ ebe ahu,2
dokita o neme dreads odika icho kam bia dia ji akam kpuo the isi,2
eze naghogbu ndi ona achi,2
kester nri bụ ihe gaegbu gi,2
isi gbari gi mehn,2
the thing dị egwu,2
mtcheew nke gi,2
ezigbo nonsense o nne,2
ike clearance adiro taata biko,2
taaaa anụ ulo gbafuo gị there,2
bros ike gwuru,2
ọ di ezigbo mkpa the afufu aka agwuro mana ọ ka nma ịnọ na ac na ebe na buhari egbugo madu  life bụ stage and turn by turn,2
na ihe niile naeme na nigeria bụ ihe zuru ezu iji gbaa ọsọ,2
odi egwu really,2
mechie onu osiso ogbunigwe dika gi,2
ndi alaa i go dey ghost mode,2
hapụ ndị ara ahụ,2
ihe ojoo na ato ochi,2
akwụrụ ọtọ tụba nwanyi ime omụọ onye ala nwa ewu gbuo ikpere nala ọñụlụ ala,2
no im broke chukwu,2
ichi gosi uwa ncha ara gi,2
taa weré nzuzu gi ga one side biko,2
civil gbuo gi dere,2
talking stage gbakwa oku,2
oge adiro nwanne odigo di refree ga egbulu gi time up,2
o di egwu,2
sii ebea puo kitia o agam awukwagi mmili oku o,2
chukwu ekwele ihe ojuo meaning god forbid,2
asin eh ike gwuru,2
okwu na uka,2
hey nedu igbuola onwe gi,2
onye isi mmebi,2
nnaa ike kwuluu oto gwụ the guy,2
okwa ara   good morning gbu gi there,2
iburu chi gi uzo igba gbuo onwe gi na oso,2
just lookat nwa izuzu mmadụ,2
isi gi no,2
aga aju onye na who go confirm,2
hope u muttered in igbo ara sa wa go onu gi,2
gbam i jie ndi owu ite na cho ka owu saba onye obula ka osi asa ha ndi ara,2
iburo ezigbo mmadu atall,2
chukwu ekwela ihe ojoo tufia,2
nne rapu ndi ara ndi uchundi ogbeyinndi nzuzu set awon bambiala,2
rapu onye ara ahu,2
ara gba gbuo gi dia el porina,2
chai lekwa ndi mmadu na asi,2
no mind am okwa ndi oso chi egbu o,2
nsogbu di suo asusu gi,2
no be una again fear women ohtufiakwa maka iphone 11 oluzie hushpuppi unu achawa ya mma nolu,2
kitikpa lacha gi anya there agafu,2
akonuche gi di in shambles na koeri ka onye eberibe choke on your  bye dingbat,2
ike unu agwugom,2
lmaoo odi egwu,2
kaii onye nsogbu,2
hahaahhaha onye ori,2
that one knw zodiac too skills o ji araputa umu nwaanyi akwuna nwoke,2
yigbuo kwaa onwe gị na slippers there idiat slippers yirikwa go,2
nne ehndi mmadu dikwa nno iberibe,2
troopz onye ala,2
onye ahu ana apu ala,2
win gịnị ahụ adịkwa onyea,2
mechie onu there,2
onye iwe na ewe ya biko wegbuo ya selense,2
akwuna chi ụmụ  ifurozi,2
omenana nese okwu,2
ara di na onye obula na this place,2
just add gbagbuo gi,2
chineke napukwa ekwensu ike tufiakwa,2
lia isi agbakaa go gi,2
nsogbu umu uwa hmmm oo,2
okpukpu gbadokwaa gi dia nwa ewu di ka gi,2
negodi onye nke a,2
nwokem ibugodi ezigbo anu mpama,2
agwalam ha before umuaka adighi anu ihe,2
onye nsogbu i dey,2
onye aruru ala,2
dupu ndi mmuo ojoo,2
onye brother akokwala that thing biko,2
o di egwu,2
mechie go onu,2
mafren kpuchie ọnụ,2
oblomov adịghị umengwụ naanị ihe ọ chọpụtara gosiri na ọ baghị uru,2
bia sally m ga agba gi nke nokwu here o amp m gbaa gi ya iga ewete onwe gi nelu buhari,2
nwanne gbawa door ndi nmgbu,2
dika o si nakogbu m kita mana ifele ekwerozim ayò ayiyò,2
nsogbu     with michael effiong,2
ha ga la pu gi salvation okwu nke a gbara m ara ooo,2
wisdom egbukwana gị oh,2
ndị akpọ nwelu weight na industrial tools,2
brazilian hair tagbou gi na onu,2
lol iwu onye ara,2
mechipu onu gi,2
akin dont tell me youre short oh  ndi akapo newe iwe oku,2
gbukwee unu nile therendi nzuzu,2
nna ehh ife nkea di egwu,2
onwa chii ejigo zuzienu ike,2
umu ekwensu chim o,2
whyre you not a pastor i nacho ife i gasi na madu gwara gi okpo,2
chukwu ekwela ihe ojo,2
maka chi otorokwa ochi nke bem na imo si zie gi gini ike gwuru,2
otororo gbuo gi there,2
odiro gi egwu,2
ha pu lu ekwensu ulo ya,2
icho mechanic ko enyinwoke even i wont do that na i di apu ala,2
e wtf ndi mmadu eeh,2
ọ gaha e nye gị isi,2
gi na onye ifugo m ebe nyi shimi mbu,2
o di ka ewu unu bu onye nche,2
gbam onye ihe anyi newe iwe ya biko wegbue ya osukosu nwa mkpi ya biko sugbuo ya,2
onye dere ihe a di mma ipia utali,2
np onye ara by  on  w,2
obodo bụ ìgwè,2
nne ike agwugo m,2
why do i feel na doctor ahu na scam ndi mmadu so na ndi gbara report maka posffelly,2
nna mechie gi onu biko,2
nwanna i just tire oooo ekwensu kpor ha oku,2
kam nwetakwa gị,2
lmao onye mgbu,2
kpachara anyi gi,2
until eziokwu ara puta gi,2
fucking t boss nation na anaghi ekwe mmadu nu nti,2
aka m adiro na nkea bikonu  bia kpokolu ndi whatsapp group unu biko,2
i jighi ahu mancha,2
onye mgbu rie nsi,2
onye ngaga bu oji onu,2
ezigbo akanti kam geh ji weh spray the money,2
nwa a joro njo di egwu,2
onye amuma1 of ala twitter,2
itagburu onwe gị na pizza,2
nnukwu nsogbu ka nke a naebute kwa e kwesịrị ịjụ ụfọdụ ajụjụ dị cha nnukwu mkpa emesia ka m denye ha ebe a daalụ,2
my brother ike gwuru oh,2
ejighi amu e nyi ashowo egwu,2
dear reps unu amaghi ihe at all tie nu nsi nonsense,2
ara ga agba ndi ara nwanem,2
taa mechipugi onu kedi otu agwu gi buru bondage bikonu agwu bū chí íwe di ka esi wéé mgbochitéé na agwu,2
drivers seat ko danfo ni ezigbo nkogheri,2
jide kwanu onu gi aka onye asili,2
may amadioha strike you dead onye apari,2
ezigbo ndi ojoo,2
nne metchiezianu onu gi onwero ndi nagwa gi okwu bikonu,2
unu na lacha ike,2
we call it ụwa siri ike,2
ogbu mmadu mgbe ndu nato ya uto,2
nke ya puru iche ooh,2
kitikpa rachapu gi anya there with cruise,2
ana m achọ nwa mmadụ nga emebi,2
i smell ndi ara,2
iwe dim na ahụ already,2
olee change na corruption ha si na ha na akwusi ebe ha bu ndi di corrupt,2
onye amaro onwe a bu onye ara  igwe obi achebe,2
rubbish aburokwa obere rubbish o ndi ara,2
nne ujo a na atu gi gozie is my managernya jee nalu ya the money,2
chineke kwokwa gi oku ramos ime re nti ka nti eleahu onu ka nwa nkpi madrid,2
obi adiro the woman nma oodi lucky na onwero onye turu ya pure water there,2
joke gbuo gi there,2
ndị iberibe aputawalasee them,2
iwu onye iberibe tufia gi,2
akuko ndi mmuo,2
bia kpachara anya gi,2
otu ihe ga egbu nwoke,2
i ma na obughi onyobula nwere amaihe na nghota so i had to break it down for her nap to help a sister okwa ha si na ndi igbo anaghi e yen nwanne ha aka im doing that now na im helping her out,2
well this has proven to be untrue ndi ashewo na ebu uzo amuta nwa kita o,2
you no go leave esther alone àbi ocho okwu,2
nne gi ni n asò gi anú,2
ichoro m nke gi,2
dont mind ndi iberibe,2
kedu ife o na ekwu ka efulefu o diro mma,2
onye mgbe ochie,2
kedu ihe nji juan mata eme biko,2
aswear down onwere savagery autoresponse for onye obula nwere kosi kogherie,2
bwahahahahaha  smh isi adiro gi mma,2
ihe i bu na obi ka a na akpo aragbagbuo gi,2
ịga ebe akwa soon,2
chowa gi onu there,2
sequel gbuo gi dia,2
ị furo ka ọ dị ka tissue paper onye ala,2
hapụnụ ndị iberibe,2
ajo nwa so owele na nneya afo he was not made on bed,2
future onye ara,2
lol ike gwụrụ m ka eji nwayọ si keke gawa anaghị agazi,2
okwa unu afugo  na nwa be ezigbote onye ala di egwu,2
odi kibu onye ala bu otu lol,2
lol hapu ndi iberibe,2
ba ma so kill una dia ndị ara,2
kwakwakwakwakwa  onye ala anya dolu,2
p di na pneumonia k di na knife okenye aruru ala oke amusu,2
amam na obi adiro gi mma na omere ihe coach gi agaghi arota nro ime na ndu ya niile,2
dont mind her olori buruku onye ala,2
ọ chọ okwu,2
onye ara ohun wa yara,2
obi adikwanu gi mma,2
ginwa bu chief admin ndi asili gbaku ute ichoro kanyi juo mmadu,2
biko o bu orji igbo ka o bu nke awusa,2
umu ekwensu them,2
nkita onye bu nke a,2
sitter ara kpa kpu kpue gi there anuofia,2
ewoo nwanne gị jikwa iwe oo,2
ahụ a dịrọ ndị ojii,2
nne ike gwuru i swear tot same,2
ndị a ga esigbu mmadụ one day jare,2
nwanne ehn the thing gwuru ike oo,2
onye nzuzu di ka gi na akpo onye isi obodo anyi iyii,2
np ara ga agba ndi ara   on  with    amp,2
biko nne ike okwu adriom,2
nkita racha gi ike,2
no as onye nticha,2
ada nwa mummy ya kedu ife o bu onye cholu gi okwu,2
kitikpa gbaaa gbuo gi,2
mechie onu gi okpo,2
nsogbu dị nwanne,2
kee kwanu ihe men ga emengwere rapu ukwu osisiaka ga akpara ya,2
haaaaaaa nwannem nsogbu di,2
ibu onye ara,2
ike gwuru nwanna,2
ifuro ka oge deberu onu ka ezigbo mmadu,2
ha choro igbu gi egbu,2
eddie i ga egbu mmadu,2
hapụ kwa anyị aka biko,2
ala ga bụ gị ọnụ tụfịakwa,2
band ndị mmụọ,2
onye anya ukwu ka ọbụ,2
rapu ya ka o na achọ so okwu,2
ginwa jikwanu nkegi akpaghari ka enugu nike hakwanu nko akwuna nwoke,2
ezigbo ezi bida,2
obi adirogodi gi mma,2
fairrary gbuo gị ebe ahụ,2
lol onye oshi,2
mba ooooh owebedi ihe unufu,2
nna obuna d thing adiro go égwù,2
nwoke ahu bu nno ezigbo idiot ka chukwu kpo ya oku sef for all i care,2
ndi mmadu sigh,2
nobody ugly oh o kwa ego na kpari mmadu baby,2
eish unu wu umu nwanyi nwere nsogbu,2
on   onye ara by,2
odikwa egwu its not their fault naaaa ndi ara,2
lekwa gii lee ikuchi ike me i no go beg on ya behalf ooh,2
onye iberibe ka onye nwuru anwu nma,2
ọna eke oke onye ndi ebe a onye ndị ebe a such nonsense ideology,2
okara mmuo okara mmadu nno,2
lmao o dị egwu,2
mechie onu gi before ijiji will enter biko,2
mpa rapu onye a ọ dịka nwa otú ụmụ nwanyị a bụ cha ogbanje they left,2
nsogbu dikwa babim just one nyuo dim ok maka anom na highway,2
i tell u ike gwuru,2
nna eh ike agwulam,2
oro onye ala ka ibu,2
ndi ara everywhere,2
nsogbu aburo nke obele,2
a na ekwu nke mmadụ mere ọ mekwa ọzọ tufiakwa ebere obere nwa e megbuolam ntueh,2
nnem ọtụ ona afụ gị ufu ngwá chère kàm ra gi otú ọnụ ọzọ ka ila wa,2
ọ dịghị ihe ịdị imee,2
hate speech gbakwa ọkụ,2
bia onwa nkea iru gi dika onye nyuru nsi na akwa ya,2
nachoghari okwu  i zụtakwara ihe,2
fenye isi gi na ofia,2
ala gba gbuo gi there ekperima,2
ọ di egwu nnọọ,2
ike gwuru for todays episode even ebuka tire,2
mezie ihe mere i ji eme dika nkịta agụụ ji,2
imegem imege ónwé gi,2
iberibe nenye onye ala morale,2
iga bukwanu ogbenye buru kwa amosu guy,2
ajo tragedy nnaa no man o guru m akwa,2
nkịta lachaa gị anya,2
ara ga gbakwa gi o,2
ibu ezigbo idiot,2
nnam isi adiro gi nma,2
cass nwa ị naghị eme ofuma na,2
lol ike gwuu,2
ochoro ogologo akuko,2
nsogbu di na this country petrol selling for 400 naira,2
hahahahammadu enwero obi mmadu,2
ibu nnoo okpo,2
ezigbote premium aluu ooh,2
wahala dey ooo haute couture gbakwa oku,2
hahahahhahaahahhahahahahahahaha ndi mmadu sef,2
habu ogbenye buru amunsu,2
ezemmuo kedu zi udi njo di ife nke a ordinary gist oh ikwechiri laidis,2
ndia gwuru ike onye na way ya sha,2
baba onye ara ka obu,2
doc ibukwa onye egwu ooo,2
onye obula bu iheahu na atry ehack my twitter account otolo na kitikpa na enwero nwanne ga agbapia gi akwa amu,2
obodo ọwụla ndị úgwú bàtàrà bú ọgbaghara chineke zọbá nigeria,2
ndị amụma ụgha,2
lol bia ihe a awughi nzuko ndi aba,2
ụmụ ife ofu ọnụ a gasi,2
aguu bu oria joe enwero ifele o bu onye aguuu,2
ezigbo mpiawa azu,2
chi gi ahu egbu kwa na gi dia,2
kitikpa gbagbue gi first i na adi ka ozu nwuru anwu,2
i see  odi egwu really,2
e gae gbum mmadu,2
nne o di kwa egwu chukwu ekwela,2
lmao     osi ukwu caro egbugo mmadu chinwetalu agu is a fool,2
hahaha dianyi ike gwuru iti nke ozo ga naachi ya ajo ochi now,2
as in ehike gwuru,2
meanwhile o kwa ndi na ara di mmadu jury na twitter a,2
oya mabinu let god console all of us ouriberibe chineke pogi okupe there ekwensu tagbogi nne,2
i bụ nnọ onye nsogbu,2
onye ara fa,2
giwa mechie onu gi there,2
ndi à egbuo ndia,2
nya kwugbuo gi there,2
udi nzuzu anyam huru na twitter ta nna afubem ihe di otua chukwu ekwekwala ihe jo kedi nke bu initial gra gra okwa ha kwa gi iko by fire by force owu this same twitter kiga bia be akwa si anyi rape iwu onye ara and iweghi onye ga enye gi the info,2
onye ilu abuo,2
hmmmmm nna mehn okwu nka di kwa very deep,2
mechie ọnụ gị nne,2
taaahhh mechie gi onu,2
ò dì egwu o see my life,2
aturu mechipu gi eze ule gi there,2
so ihe iga anyu dis night bu anyusia afudebe,2
ndị ala ndị ala,2
ezigbo ndị uchu,2
afam biko mechie onu gi dia,2
negodi ogbe ala abuo biko,2
ana m anwu anwu jee na nke ana m anwunyu anya charlatan,2
ike gwuru oamaghi zi m ihe m ga naekwu maka onodu anyi achukwu zoba anyi,2
mercy prayed tacha sprayed  iberibe nye onye ala moral,2
guy nsogbu di,2
hian onye uwa biko hapum aka,2
onye gba kwanu oso mma ya,2
ara ga gba ndi ara nwane,2
bia gbara ogwu gi nwuo di anyi,2
hardship ndi mmuo,2
onye uwa ojoo,2
ogochiemeka ogini bụ ife nke a eh,2
are you done ngwá riwaa nsị onu efulefu,2
onye ana agwo ibi o naeto afo,2
asikwa na afa gi adiro na main register,2
